Repository,File,Line,Type,Severity,Description,Category
"spring-petclinic","src/test/java/org/springframework/samples/petclinic/service/ClinicServiceTests.java","239","getTTL","info","Deprecated","Deprecated"
"spring-petclinic","src/test/java/org/springframework/samples/petclinic/service/ClinicServiceTests.java","113","Owner","error","Deprecated","Deprecated"
"spring-petclinic","src/test/java/org/springframework/samples/petclinic/service/ClinicServiceTests.java","224","Visit","info","Deprecated","Deprecated"
"spring-petclinic","src/test/java/org/springframework/samples/petclinic/service/EntityUtils.java","46","getId","info","Deprecated","Deprecated"
"spring-petclinic","src/test/java/org/springframework/samples/petclinic/system/CrashControllerIntegrationTests.java","62","getTTL","info","Deprecated","Deprecated"
"spring-petclinic","src/test/java/org/springframework/samples/petclinic/system/CrashControllerIntegrationTests.java","78","finalize","error","Deprecated","Deprecated"
"spring-petclinic","src/test/java/org/springframework/samples/petclinic/vet/VetControllerTests.java","77","create_dyn_any","info","Deprecated","Deprecated"
"spring-petclinic","src/test/java/org/springframework/samples/petclinic/vet/VetControllerTests.java","85","getTTL","info","Deprecated","Deprecated"
"spring-petclinic","src/test/java/org/springframework/samples/petclinic/vet/VetControllerTests.java","87","AbstractTypeVisitor7","info","Deprecated","Deprecated"
"spring-petclinic","src/test/java/org/springframework/samples/petclinic/vet/VetControllerTests.java","88","name","info","Deprecated","Deprecated"
"spring-petclinic","src/test/java/org/springframework/samples/petclinic/vet/VetControllerTests.java","88","viewToModel","info","Deprecated","Deprecated"
"spring-petclinic","src/test/java/org/springframework/samples/petclinic/vet/VetControllerTests.java","94","acceptSecContext","info","Deprecated","Deprecated"
"spring-petclinic","src/test/java/org/springframework/samples/petclinic/vet/VetControllerTests.java","94","getTTL","info","Deprecated","Deprecated"
"spring-petclinic","src/test/java/org/springframework/samples/petclinic/vet/VetTests.java","35","deserialize","info","Deprecated","Deprecated"
"spring-petclinic","src/test/java/org/springframework/samples/petclinic/vet/VetTests.java","35","deserialize","info","Deprecated","Deprecated"
"spring-petclinic","src/test/java/org/springframework/samples/petclinic/vet/VetTests.java","38","getId","info","Deprecated","Deprecated"
"spring-petclinic","src/test/java/org/springframework/samples/petclinic/vet/VetTests.java","38","getId","info","Deprecated","Deprecated"
